Name+Seed,Pure Text,Rank,Conference,W-L,AP_Preseason_Rank,First_Four_Team,AQ/Conference_Winner,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Syracuse 3,Syracuse,15,ACC,27-5,9,0,0,0.8926,113.2,34,94.2,18,61.3,343,0.035,100,0.6626,49,108.6,19,102.4,83,0.4636,214,1,0,0,0,0,0
Western Michigan 14,Western Michigan,113,MAC,23-9,Not Ranked,0,1,0.6182,106.7,128,102.3,119,66.9,144,0.086,22,0.441,215,103.3,236,105.4,208,0.4111,286,0,0,0,0,0,0
New Mexico 7,New Mexico,28,MWC,27-6,23,0,1,0.857,112.7,38,96.5,38,66.1,191,0.044,83,0.6001,92,106.7,78,103,98,0.5798,84,0,0,0,0,0,0
Stanford 10,Stanford,37,P12,21-12,Not Ranked,0,0,0.8182,112.5,39,98.7,60,66.5,167,0.006,170,0.6961,19,108.4,33,100.9,16,0.5653,97,1,1,0,0,0,0
Kansas 2,Kansas,9,B12,24-9,5,0,0,0.9108,118.6,6,96.9,45,68.2,81,-0.04,269,0.7686,1,111.1,1,100.1,5,0.7288,11,1,0,0,0,0,0
Eastern Kentucky 15,Eastern Kentucky,129,OVC,24-9,Not Ranked,0,1,0.5777,111.3,53,108.3,240,66.1,190,0.041,88,0.3759,280,103.7,200,108.4,323,0.431,262,0,0,0,0,0,0
Virginia 1,Virginia,4,ACC,28-6,24,0,1,0.9419,114,25,89.5,3,61,345,0.028,113,0.6931,22,108.5,24,101.1,26,0.5435,123,1,1,0,0,0,0
Coastal Carolina 16,Coastal Carolina,232,BSth,21-12,Not Ranked,0,1,0.3551,97.3,298,102.5,125,67.2,131,0.042,84,0.2909,344,101.7,309,109.9,348,0.3897,304,0,0,0,0,0,0
Memphis 8,Memphis,45,Amer,23-9,13,0,0,0.802,110.4,67,97.8,53,69.4,50,0.039,92,0.6413,63,106.9,73,101.7,56,0.5125,156,1,0,0,0,0,0
George Washington 9,George Washington,46,A10,24-8,Not Ranked,0,0,0.8017,109.4,81,96.8,44,67.3,121,0.07,37,0.6197,77,106.4,90,102,66,0.4953,179,0,0,0,0,0,0
Cincinnati 5,Cincinnati,24,Amer,27-6,Not Ranked,0,0,0.8701,107.9,110,91.4,9,63.2,317,0.05,74,0.59,98,106.1,99,102.8,92,0.403,290,0,0,0,0,0,0
Harvard 12,Harvard,33,Ivy,26-4,Not Ranked,0,1,0.839,111.2,56,96.3,35,65.1,243,0.024,129,0.4649,185,103.3,233,104.5,172,0.5324,134,1,0,0,0,0,0
Michigan St. 4,Michigan St.,10,B10,26-8,2,0,1,0.9038,117.3,11,96.5,39,65.6,214,-0.009,206,0.7044,11,108.5,26,100.6,12,0.5119,158,1,1,1,0,0,0
Delaware 13,Delaware,105,CAA,25-9,Not Ranked,0,1,0.6367,110.9,60,105.6,192,72.1,10,0.059,55,0.4859,168,104.8,145,105.3,207,0.5901,72,0,0,0,0,0,0
North Carolina 6,North Carolina,26,ACC,23-9,12,0,0,0.8646,111,58,94.5,22,70.9,18,0.006,168,0.6872,29,109.2,10,102,64,0.5309,135,1,0,0,0,0,0
Providence 11,Providence,40,BE,23-11,Not Ranked,0,1,0.8115,114.3,22,100.6,93,64.9,251,0.068,41,0.7028,12,108.6,20,100.8,14,0.512,157,0,0,0,0,0,0
Iowa St. 3,Iowa St.,23,B12,26-7,Not Ranked,0,1,0.8758,115.9,15,97.8,54,71.7,13,0.072,34,0.7214,5,110.2,2,101.4,43,0.5276,137,1,1,0,0,0,0
North Carolina Central 14,North Carolina Central,78,MEAC,28-5,Not Ranked,0,1,0.7189,107.5,117,99,63,64.3,277,0.037,96,0.2745,348,98.3,350,107,276,0.4914,183,0,0,0,0,0,0
Connecticut 7,Connecticut,25,Amer,26-8,18,0,0,0.8688,109.5,80,92.9,11,65,247,0.059,54,0.6603,50,107.5,57,101.4,44,0.5094,159,1,1,1,1,1,1
Saint Joseph's 10,Saint Joseph's,49,A10,24-9,Not Ranked,0,1,0.7935,110.3,68,98.1,55,65.7,209,0.091,16,0.6365,69,106.7,81,101.6,54,0.5075,163,0,0,0,0,0,0
Villanova 2,Villanova,6,BE,28-4,Not Ranked,0,0,0.9196,115.8,16,93.7,14,67.1,132,0.086,21,0.6939,20,110,3,102.4,82,0.5818,81,1,0,0,0,0,0
Milwaukee 15,Milwaukee,163,Horz,21-13,Not Ranked,0,1,0.489,104.5,177,104.9,172,67.5,112,0.12,5,0.508,149,104,181,103.7,122,0.4628,217,0,0,0,0,0,0
Arizona 1,Arizona,1,P12,30-4,6,0,0,0.954,113.1,35,86.9,1,64.4,273,0.024,123,0.6983,16,108.6,22,100.9,19,0.5666,95,1,1,1,0,0,0
Weber St. 16,Weber St.,169,BSky,19-11,Not Ranked,0,1,0.4782,105.6,150,106.4,207,64.4,272,-0.001,184,0.3454,310,103.4,218,109.3,344,0.6491,38,0,0,0,0,0,0
Gonzaga 8,Gonzaga,20,WCC,28-6,15,0,1,0.8804,111.5,50,93.7,13,66.1,189,-0.006,199,0.588,100,107.9,46,104.6,175,0.5414,127,1,0,0,0,0,0
Oklahoma St. 9,Oklahoma St.,22,B12,21-12,8,0,0,0.878,114,24,96,29,68.5,72,-0.101,342,0.6777,34,108.3,35,101.5,47,0.4325,257,0,0,0,0,0,0
Oklahoma 5,Oklahoma,29,B12,23-9,Not Ranked,0,0,0.8538,116.9,13,100.3,81,71.3,17,-0.012,210,0.699,15,108.9,13,101.2,30,0.5086,161,0,0,0,0,0,0
North Dakota St. 12,North Dakota St.,55,Sum,25-6,Not Ranked,0,1,0.7713,114.7,20,103.2,140,64.2,278,0.071,36,0.5156,139,105.9,105,105.3,204,0.6482,39,1,0,0,0,0,0
San Diego St. 4,San Diego St.,21,MWC,29-4,Not Ranked,0,0,0.8787,108,103,90.9,7,64.1,285,0.078,26,0.5874,101,106.6,85,103.3,108,0.5622,100,1,1,0,0,0,0
New Mexico St. 13,New Mexico St.,72,WAC,26-9,Not Ranked,0,1,0.7325,112.1,42,102.7,129,66.5,170,-0.017,221,0.4294,230,103.3,234,105.8,238,0.5762,88,0,0,0,0,0,0
Baylor 6,Baylor,31,B12,24-11,25,0,0,0.8492,118.6,7,102,114,62.6,331,0.012,151,0.709,8,109,11,100.9,18,0.499,175,1,1,0,0,0,0
Nebraska 11,Nebraska,48,B10,19-12,Not Ranked,0,0,0.7977,108.2,99,96,30,66.2,188,0.052,72,0.6866,30,106.8,77,99.8,3,0.4667,207,0,0,0,0,0,0
Creighton 3,Creighton,8,BE,26-7,Not Ranked,0,0,0.9121,125.7,1,102.5,127,65.1,241,-0.009,205,0.6827,32,107.4,60,100.5,9,0.5247,145,1,0,0,0,0,0
Louisiana Lafayette 14,Louisiana Lafayette,115,SB,23-11,Not Ranked,0,1,0.6106,109.9,74,105.7,193,69.9,36,0.046,81,0.4962,160,104.5,158,104.6,178,0.6402,45,0,0,0,0,0,0
Oregon 7,Oregon,30,P12,23-9,19,0,0,0.8524,117.1,12,100.6,90,68.8,63,-0.032,250,0.6602,51,107.6,52,101.6,50,0.4671,206,1,0,0,0,0,0
BYU 10,BYU,50,WCC,23-11,Not Ranked,0,0,0.7919,113.7,27,101.2,100,72.2,8,-0.007,200,0.6489,59,108.4,34,102.7,91,0.6805,23,0,0,0,0,0,0
Wisconsin 2,Wisconsin,11,B10,26-7,20,0,0,0.9,119.5,5,98.7,59,64.4,275,0.02,132,0.7252,3,108.4,31,99.6,1,0.6007,64,1,1,1,1,0,0
American 15,American,96,Pat,20-12,Not Ranked,0,1,0.6636,103.2,198,97.3,46,61.4,342,-0.032,251,0.438,217,103.1,244,105.4,209,0.5057,167,0,0,0,0,0,0
Wichita St. 1,Wichita St.,5,MVC,34-0,16,0,1,0.9399,117.7,8,92.7,10,65,245,0.009,160,0.5254,129,105.1,131,104.2,147,0.5697,93,1,0,0,0,0,0
Cal Poly 16,Cal Poly,173,BW,13-19,Not Ranked,1,1,0.4697,103.2,197,104.3,164,60.2,347,-0.059,308,0.5653,111,107,72,104.5,170,0.7416,9,0,0,0,0,0,0
Kentucky 8,Kentucky,17,SEC,24-10,1,0,0,0.8844,114.9,19,96.3,34,66,195,-0.06,310,0.688,27,108.4,32,101.2,28,0.5994,67,1,1,1,1,1,0
Kansas St. 9,Kansas St.,44,B12,20-12,Not Ranked,0,0,0.8041,108,104,95.5,25,65.4,230,0.012,150,0.6667,44,109,12,102.6,88,0.4002,296,0,0,0,0,0,0
Saint Louis 5,Saint Louis,34,A10,26-6,Not Ranked,0,0,0.8286,104.6,176,91.2,8,67.2,130,0.024,124,0.6019,88,106.1,100,102.3,80,0.4681,205,1,0,0,0,0,0
North Carolina St. 12,North Carolina St.,66,ACC,21-13,Not Ranked,1,0,0.7462,113.6,28,103.4,144,66.1,192,0.081,24,0.6721,41,107.6,54,101.1,25,0.4149,285,0,0,0,0,0,0
Louisville 4,Louisville,2,Amer,29-5,3,0,1,0.9515,117.4,10,90.6,6,68.9,58,-0.044,276,0.571,108,105.9,106,103.3,106,0.3976,299,1,1,0,0,0,0
Manhattan 13,Manhattan,67,MAAC,25-7,Not Ranked,0,1,0.7434,106,139,96.7,42,69.5,44,-0.003,191,0.4884,166,105,136,105.4,212,0.5927,71,0,0,0,0,0,0
Massachusetts 6,Massachusetts,52,A10,24-8,Not Ranked,0,0,0.7859,108.4,94,96.8,43,71.6,14,0.053,71,0.6748,37,107.1,68,100.5,11,0.6412,43,0,0,0,0,0,0
Tennessee 11,Tennessee,13,SEC,21-12,Not Ranked,1,0,0.8968,113.5,29,94.1,16,63.3,312,-0.097,341,0.6646,46,107.5,56,101.3,36,0.5544,110,1,1,0,0,0,0
Duke 3,Duke,7,ACC,26-8,4,0,0,0.9126,124.4,2,101.4,102,66,196,-0.026,240,0.7095,7,108.5,23,100.4,8,0.5749,91,0,0,0,0,0,0
Mercer 14,Mercer,99,ASun,26-8,Not Ranked,0,1,0.6578,107.5,116,101.6,103,65,246,0.007,163,0.3635,293,102.7,269,107.9,307,0.615,58,1,0,0,0,0,0
Texas 7,Texas,39,B12,23-10,Not Ranked,0,0,0.8137,109.5,78,96.3,36,68.2,83,0.086,20,0.6835,31,109.2,9,102.1,69,0.4451,242,1,0,0,0,0,0
Arizona St. 10,Arizona St.,47,P12,21-11,Not Ranked,0,0,0.8009,108.3,97,96,27,69.3,53,0.019,135,0.6637,48,107.6,51,101.4,46,0.4378,251,0,0,0,0,0,0
Michigan 2,Michigan,14,B10,25-8,7,0,0,0.8935,122.3,3,101.6,104,62.8,327,0.055,67,0.722,4,108.5,25,99.8,4,0.5143,153,1,1,1,0,0,0
Wofford 15,Wofford,184,SC,20-12,Not Ranked,0,1,0.4482,100.9,237,102.8,131,62,339,0.024,126,0.3603,298,103.2,238,108.5,325,0.6799,24,0,0,0,0,0,0
